timestamp,scan_number,cov_x,cov_y,cov_theta,std_x,std_y,std_theta,pos_uncertainty,orient_uncertainty,active_landmarks,state_size,landmark_updates,total_landmark_obs
6.586,21,0.0006829180471327975,6.666223460511047e-06,6.732907533064144e-05,0.02613270072405065,0.002581903069542125,0.008205429624988655,0.02625993660680293,0.008205429624988655,10,23,0,10
6.682,22,0.0005872272709555257,6.2496100768010975e-06,6.52375230948952e-05,0.02423277266338967,0.002499922014143861,0.008076974872741354,0.0243613809344283,0.008076974872741354,10,23,0,10
6.783,23,0.0005854487674436422,5.882013053273533e-06,6.448105846238663e-05,0.0241960485915292,0.0024252861796648932,0.008030009866892234,0.024317293856367238,0.008030009866892234,10,23,0,10
6.901,24,0.0006854109934335798,5.555272213257752e-06,6.920272587322393e-05,0.026180355105184877,0.002356962497210711,0.00831881757662854,0.02628623719072088,0.00831881757662854,10,23,0,10
6.989,25,0.00048726780139434514,5.262894034636681e-06,6.089929728737022e-05,0.022074143276565573,0.0022940998310092527,0.007803800182434852,0.022193032587480732,0.007803800182434852,10,23,0,10
7.089,26,0.0005829719820922097,4.999763187948601e-06,6.284932458629856e-05,0.024144812736739327,0.0022360150240883,0.007927756592271143,0.024248128696461473,0.007927756592271143,10,23,0,10
7.196,27,0.0005853581071021122,4.761683500477756e-06,6.359354329283257e-05,0.024194175065542372,0.0021821282044091166,0.007974555993460235,0.024292381328362807,0.007974555993460235,10,23,0,10
7.29,28,0.0005854090869322519,4.545250449723224e-06,6.387289315508014e-05,0.024195228598470647,0.0021319592983270633,0.007992051873898226,0.02428897563467787,0.007992051873898226,10,23,0,10
7.392,29,0.0005854101699022595,4.347642371869562e-06,6.397709494555295e-05,0.024195250978286204,0.002085100086775108,0.007998568305987826,0.024284929735828537,0.007998568305987826,10,23,0,10
7.481,30,0.000585410179985846,4.166511501000451e-06,6.40158728978556e-05,0.02419525118666566,0.0020412034442946767,0.008000991994612643,0.024281200371621795,0.008000991994612643,10,23,0,10
7.592,31,0.0005854101823534379,3.999857128506036e-06,6.403029125584867e-05,0.02419525123559245,0.0019999642818075616,0.008001892979529824,0.024277768420551835,0.008001892979529824,10,23,0,10
7.69,32,0.0005854101702448606,3.846034966846464e-06,6.403565052870417e-05,0.024195250985366127,0.0019611310427522337,0.008002227847837386,0.024274600001065044,0.008002227847837386,10,23,0,10
7.797,33,0.0005854101739567272,3.7035919365229403e-06,6.403764231879505e-05,0.02419525106207264,0.0019244718591143234,0.008002352299092751,0.024271665906839816,0.008002352299092751,10,23,0,10
